identifier,player,full_name,format,span_bat,mat_bat,inns_bat,no,runs_bat,hs,ave_bat,bf,sr_bat,100,50,ducks,4s,6s,span_bowl,mat_bowl,inns_bowl,balls,runs_bowl,wkts,bbi,ave_bowl,econ,sr_bowl,4,5,bbm,10,overs,mdns,total_contribution,ar_rating
4ec07775,RN ten Doeschate,Ryan ten Doeschate,ODI,2006-2011,33,32,9,1541,119,67,1757,87.7,5,9,1,0,0,2006-2011,33,33,1580,1327,55,Apr-31,24.12,5.03,28.7,3,0,0,0,0,0,2641,42.88
436c763a,B McMullen,Brandon McMullen,ODI,2022-2025,37,33,4,1202,151,41.44,1365,88.05,4,4,1,0,0,2022-2025,37,33,1607,1216,55,May-34,22.1,4.54,29.2,1,1,0,0,0,0,2302,19.34
8f6dd463,Azmatullah Omarzai,Azmatullah Omarzai,ODI,2021-2025,42,34,9,1093,149*,43.72,1122,97.41,1,8,3,0,0,2021-2025,42,41,1341,1199,44,May-58,27.25,5.36,30.4,2,1,0,0,0,0,1973,16.47
d027ba9f,KS Williamson,Kane Williamson,ODI,2010-2025,175,167,18,7256,148,48.69,8893,81.59,15,47,6,0,0,2010-2025,175,65,1467,1310,37,Apr-22,35.4,5.35,39.6,1,0,0,0,0,0,7996,13.29
95a5e066,MG Erasmus,Gerhard Erasmus,ODI,2019-2025,63,62,5,2178,125,38.21,2809,77.53,2,17,4,0,0,2019-2025,63,49,1769,1332,53,May-28,25.13,4.51,33.3,1,2,0,0,0,0,3238,13.08
86dc8f2e,JH Kallis,Jacques Kallis,ODI,1996-2014,328,314,53,11579,139,44.36,15885,72.89,17,86,17,0,0,1996-2014,328,283,10750,8680,273,May-30,31.79,4.84,39.3,2,2,0,0,0,0,17039,12.57
53fe6ee4,DS Lehmann,Darren Lehmann,ODI,1996-2005,117,101,22,3078,119,38.96,3784,81.34,4,17,4,0,0,1996-2005,117,62,1793,1445,52,04-Jul,27.78,4.83,34.4,1,0,0,0,0,0,4118,11.18
2bedc57e,IVA Richards,Vivian Richards,ODI,1975-1991,187,167,24,6721,189*,47,7451,90.2,11,45,7,0,0,1975-1991,187,131,5644,4228,118,Jun-41,35.83,4.49,47.8,1,2,0,0,0,0,9081,11.17
c0790f82,L Klusener,Lance Klusener,ODI,1996-2004,171,137,50,3576,103*,41.1,3977,89.91,2,19,13,0,0,1996-2004,171,164,7336,5751,192,Jun-49,29.95,4.7,38.2,1,6,0,0,0,0,7416,11.15
a8875fc5,GS Chappell,Greg Chappell,ODI,1971-1983,74,72,14,2331,138*,40.18,3079,75.7,3,14,7,0,0,1971-1983,74,67,3108,2097,72,May-15,29.12,4.04,43.1,0,2,0,0,0,0,3771,11.06
4329fbb5,SR Watson,Shane Watson,ODI,2002-2015,190,169,27,5757,185*,40.54,6365,90.44,9,33,12,0,0,2002-2015,190,163,6466,5342,168,Apr-36,31.79,4.95,38.4,3,0,0,0,0,0,9117,8.75
7dc35884,Shakib Al Hasan,Shakib Al Hasan,ODI,2006-2023,247,234,31,7570,134*,37.29,9138,82.84,9,56,12,0,0,2006-2023,247,241,12575,9360,317,May-29,29.52,4.46,39.6,10,4,0,0,0,0,13910,7.77
896d78ad,AD Mathews,Angelo Mathews,ODI,2008-2023,226,195,48,5916,139*,40.24,7136,82.9,3,40,17,0,0,2008-2023,226,163,5324,4110,126,Jun-20,32.61,4.63,42.2,2,1,0,0,0,0,8436,7.63
ddc0828d,A Flintoff,Andrew Flintoff,ODI,1999-2009,141,122,16,3394,123,32.01,3821,88.82,3,18,9,0,0,1999-2009,141,119,5624,4121,169,May-19,24.38,4.39,33.2,6,2,0,0,0,0,6774,7.63
f842c2cf,MJ Clarke,Michael Clarke,ODI,2003-2015,245,223,44,7981,130,44.58,10104,78.98,8,58,10,0,0,2003-2015,245,106,2585,2146,57,May-35,37.64,4.98,45.3,1,1,0,0,0,0,9121,6.94
158066a2,Imran Khan,Imran Khan,ODI,1974-1992,175,151,40,3709,102*,33.41,5105,72.65,1,19,6,0,0,1974-1992,175,153,7461,4844,182,Jun-14,26.61,3.89,40.9,3,1,0,0,0,0,7349,6.8
bb134e5c,JJ Smit,JJ Smit,ODI,2019-2025,52,48,7,1071,94,26.12,1384,77.38,0,3,4,0,0,2019-2025,52,38,1657,1185,56,May-26,21.16,4.29,29.5,2,2,0,0,0,0,2191,4.96
bac437e4,ME Waugh,Mark Waugh,ODI,1988-2002,244,236,20,8500,173,39.35,11053,76.9,18,50,16,0,0,1988-2002,244,120,3687,2938,85,May-24,34.56,4.78,43.3,1,1,0,0,0,0,10200,4.79
bde620dc,WJ Cronje,Hansie Cronje,ODI,1992-2000,188,175,31,5565,112,38.64,7277,76.47,2,39,8,0,0,1992-2000,188,153,5357,3966,114,May-32,34.78,4.44,46.9,1,1,0,0,0,0,7845,3.86
c03449e0,GD Elliott,Grant Elliott,ODI,2008-2016,83,69,11,1976,115,34.06,2416,81.78,2,11,6,0,0,2008-2016,83,56,1302,1179,39,Apr-31,30.23,5.43,33.3,1,0,0,0,0,0,2756,3.83
808f425a,JP Faulkner,James Faulkner,ODI,2013-2017,69,52,22,1032,116,34.4,990,104.24,1,4,4,0,0,2013-2017,69,67,3211,2962,96,Apr-32,30.85,5.53,33.4,4,0,0,0,0,0,2952,3.55
b822385b,HA Gomes,Heron Gomes,ODI,1978-1987,83,64,15,1415,101,28.87,2578,54.88,1,6,5,0,0,1978-1987,83,36,1345,1045,41,Apr-31,25.48,4.66,32.8,2,0,0,0,0,0,2235,3.39
34464143,Zeeshan Maqsood,Zeeshan Maqsood,ODI,2019-2024,48,47,5,1273,109,30.3,1891,67.31,2,7,2,0,0,2019-2024,48,46,2219,1575,58,Apr-15,27.15,4.25,38.2,4,0,0,0,0,0,2433,3.15
8abdf100,CJ Anderson,Corey Anderson,ODI,2013-2017,49,45,5,1109,131*,27.72,1020,108.72,1,4,4,0,0,2013-2017,49,43,1485,1502,60,May-63,25.03,6.06,24.7,2,1,0,0,0,0,2309,2.69
725529bc,SC Ganguly,Sourav Ganguly,ODI,1992-2007,311,300,23,11363,183,41.02,15416,73.7,22,72,16,0,0,1992-2007,311,171,4561,3849,100,May-16,38.49,5.06,45.6,1,2,0,0,0,0,13363,2.53
bd77eb62,A Symonds,Andrew Symonds,ODI,1998-2009,198,161,33,5088,156,39.75,5504,92.44,6,30,15,0,0,1998-2009,198,158,5935,4955,133,May-18,37.25,5,44.6,2,1,0,0,0,0,7748,2.5
db584dad,CH Gayle,Chris Gayle,ODI,1999-2019,301,294,17,10480,215,37.83,12019,87.19,25,54,25,0,0,1999-2019,301,199,7424,5926,167,May-46,35.48,4.78,44.4,3,1,0,0,0,0,13820,2.35
9a17b338,AR Border,Allan Border,ODI,1979-1994,273,252,39,6524,127*,30.62,9134,71.42,3,39,11,0,0,1979-1994,273,87,2661,2071,73,Mar-20,28.36,4.66,36.4,0,0,0,0,0,0,7984,2.26
adbf0400,Basil Hameed,Basil Hameed,ODI,2019-2024,48,45,2,1051,71,24.44,1423,73.85,0,5,3,0,0,2019-2024,48,40,1378,957,43,May-17,22.25,4.16,32,2,1,0,0,0,0,1911,2.19
72e60730,A Vala,Assad Vala,ODI,2014-2023,66,66,1,2003,104,30.81,2892,69.26,1,12,5,0,0,2014-2023,66,61,2388,1579,55,Mar-17,28.7,3.96,43.4,0,0,0,0,0,0,3103,2.11
88fccd6c,SM Pollock,Shaun Pollock,ODI,1996-2008,303,205,72,3519,130,26.45,4059,86.69,1,14,20,0,0,1996-2008,303,297,15712,9631,393,Jun-35,24.5,3.67,39.9,12,5,0,0,0,0,11379,1.95
3d8feaf8,MR Marsh,Mitchell Marsh,ODI,2011-2025,99,95,12,3098,177*,37.32,3276,94.56,4,20,7,0,0,2011-2025,99,70,2213,2036,57,May-33,35.71,5.52,38.8,1,1,0,0,0,0,4238,1.61
e38bce7a,MG Bracewell,Michael Bracewell,ODI,2022-2026,43,37,11,956,140,36.76,874,109.38,2,3,1,0,0,2022-2026,43,38,1680,1375,38,Apr-26,36.18,4.91,44.2,2,0,0,0,0,0,1716,0.58
d2c2b2d5,SR Tendulkar,Sachin Tendulkar,ODI,1989-2012,463,452,41,18426,200*,44.83,21368,86.23,49,96,20,0,0,1989-2012,463,270,8054,6850,154,May-32,44.48,5.1,52.2,4,2,0,0,0,0,21506,0.35
0cfbdd73,Sir RJ Hadlee,Richard Hadlee,ODI,1973-1990,115,98,17,1751,79,21.61,2319,75.5,0,4,4,0,0,1973-1990,115,112,6182,3407,158,May-25,21.56,3.3,39.1,1,5,0,0,0,0,4911,0.05
58aa6ab1,Saleem Malik,Saleem Malik,ODI,1982-1999,283,256,38,7170,102,32.88,9383,76.41,5,47,19,0,0,1982-1999,283,120,3505,2959,89,May-35,33.24,5.06,39.3,1,1,0,0,0,0,8950,-0.36
5f547c8b,Rashid Khan,Rashid Khan,ODI,2015-2025,117,89,16,1393,60*,19.08,1328,104.89,0,5,8,0,0,2015-2025,117,109,5888,4127,210,Jul-18,19.65,4.2,28,6,6,0,0,0,0,5593,-0.57
61dab16a,CL Hooper,Carl Hooper,ODI,1987-2003,227,206,43,5761,113*,35.34,7517,76.63,7,29,7,0,0,1987-2003,227,203,9573,6958,193,Apr-34,36.05,4.36,49.6,3,0,0,0,0,0,9621,-0.71
7e443b44,PW Hasaranga,Wanindu Hasaranga,ODI,2017-2026,69,57,9,1135,80*,23.64,1035,109.66,0,5,3,0,0,2017-2026,69,68,3245,2764,112,Jul-19,24.67,5.11,28.9,5,4,0,0,0,0,3375,-1.03
e087956b,BA Stokes,Ben Stokes,ODI,2011-2023,114,99,15,3463,182,41.22,3619,95.68,5,24,7,0,0,2011-2023,114,88,3110,3137,74,May-61,42.39,6.05,42,1,1,0,0,0,0,4943,-1.17
0,Asghar Afghan,Asghar Afghan,ODI,2009-2021,114,108,10,2424,101,24.73,3630,66.77,1,12,7,0,0,1995-2001,45,43,1706,1245,48,May-33,25.93,4.37,35.5,1,1,0,0,0,0,3384,-1.2
48c0c3be,KLT Arthurton,Keith Arthurton,ODI,1988-1999,105,93,20,1904,84,26.08,2822,67.46,0,9,12,0,0,1988-1999,105,44,1384,1159,42,Apr-31,27.59,5.02,32.9,3,0,0,0,0,0,2744,-1.51
37f501d7,HH Streak,Heath Streak,ODI,1993-2005,189,159,55,2943,79*,28.29,4008,73.42,0,13,6,0,0,1993-2005,189,185,9468,7129,239,May-32,29.82,4.51,39.6,7,1,0,0,0,0,7723,-1.53
9cb8d7a6,Imad Wasim,Imad Wasim,ODI,2015-2020,55,40,17,986,63*,42.86,894,110.29,0,5,1,0,0,2015-2020,55,53,2403,1957,44,May-14,44.47,4.88,54.6,0,1,0,0,0,0,1866,-1.61
622dee94,SR Waugh,Steve Waugh,ODI,1986-2002,325,288,58,7569,120*,32.9,9971,75.91,3,45,15,0,0,1986-2002,325,207,8883,6761,195,Apr-33,34.67,4.56,45.5,3,0,0,0,0,0,11469,-1.77
390ff45b,Abdul Razzaq,Abdul Razzaq,ODI,1996-2011,265,228,57,5080,112,29.7,6252,81.25,3,23,14,0,0,1996-2011,265,254,10941,8564,269,Jun-35,31.83,4.69,40.6,8,3,0,0,0,0,10460,-2.13
1c914163,Yuvraj Singh,Yuvraj Singh,ODI,2000-2017,304,278,40,8701,150,36.55,9924,87.67,14,52,18,0,0,2000-2017,304,161,5048,4294,111,May-31,38.68,5.1,45.4,2,1,0,0,0,0,10921,-2.13
dbe50b21,HH Pandya,Hardik Pandya,ODI,2016-2025,94,68,10,1904,92*,32.82,1717,110.89,0,11,4,0,0,2016-2025,94,88,3460,3231,91,Apr-24,35.5,5.6,38,1,0,0,0,0,0,3724,-2.68
57efa3be,SB Styris,Scott Styris,ODI,1999-2011,188,161,23,4483,141,32.48,5645,79.41,4,28,9,0,0,1999-2011,188,161,6114,4839,137,Jun-25,35.32,4.74,44.6,4,1,0,0,0,0,7223,-2.84
243431b5,KJ O'Brien,Kevin O'Brien,ODI,2006-2021,153,141,18,3619,142,29.42,4076,88.78,2,18,6,0,0,2006-2021,153,116,4296,3726,114,Apr-13,32.68,5.2,37.6,5,0,0,0,0,0,5899,-3.26
a386e91b,PD Collingwood,Paul Collingwood,ODI,2001-2011,197,181,37,5092,120*,35.36,6614,76.98,5,26,7,0,0,2001-2011,197,151,5186,4294,111,Jun-31,38.68,4.96,46.7,3,1,0,0,0,0,7312,-3.32
0b130202,CL Cairns,Chris Cairns,ODI,1991-2006,215,193,25,4950,115,29.46,5874,84.26,4,26,9,0,0,1991-2006,215,186,8168,6594,201,May-42,32.8,4.84,40.6,3,1,0,0,0,0,8970,-3.34
0e2a826b,SP O'Donnell,Simon O'Donnell,ODI,1985-1991,87,64,15,1242,74*,25.34,1534,80.96,0,9,5,0,0,1985-1991,87,87,4350,3102,108,May-13,28.72,4.27,40.2,5,1,0,0,0,0,3402,-3.38
99639abf,NJ Astle,Nathan Astle,ODI,1995-2007,223,217,14,7090,145*,34.92,9760,72.64,16,41,19,0,0,1995-2007,223,159,4850,3809,99,Apr-43,38.47,4.71,48.9,1,0,0,0,0,0,9070,-3.55
43ba7dcf,N Kapil Dev,Kapil Dev,ODI,1978-1994,225,198,39,3783,175*,23.79,3979,95.07,1,14,13,0,0,1978-1994,225,221,11202,6945,253,May-43,27.45,3.71,44.2,3,1,0,0,0,0,8843,-3.66
87e562a9,DJ Bravo,Dwayne Bravo,ODI,2004-2014,164,141,24,2968,112*,25.36,3606,82.3,2,10,11,0,0,2004-2014,164,150,6511,5874,199,Jun-43,29.51,5.41,32.7,6,1,0,0,0,0,6948,-4.15
92cf79a8,SR Taylor,Brendan Taylor,ODI,2019-2024,49,49,0,1265,114,25.81,1606,78.76,1,7,8,0,0,2019-2024,49,44,1598,1201,40,Apr-23,30.02,4.5,39.9,1,0,0,0,0,0,2065,-4.21
fe93fd9d,RA Jadeja,Ravindra Jadeja,ODI,2009-2026,210,142,52,2905,87,32.27,3396,85.54,0,13,6,0,0,2009-2026,210,202,10404,8478,232,May-33,36.54,4.88,44.8,7,2,0,0,0,0,7545,-4.27
f233bbb4,ST Jayasuriya,Sanath Jayasuriya,ODI,1989-2011,445,433,18,13430,189,32.36,14725,91.2,28,68,34,0,0,1989-2011,445,368,14874,11871,323,Jun-29,36.75,4.78,46,8,4,0,0,0,0,19890,-4.39
34ff9e07,PA de Silva,Aravinda de Silva,ODI,1984-2003,308,296,30,9284,145,34.9,11443,81.13,11,64,17,0,0,1984-2003,308,156,5148,4177,106,Apr-30,39.4,4.86,48.5,2,0,0,0,0,0,11404,-4.5
bbd41817,AD Russell,Andre Russell,ODI,2011-2019,56,47,9,1034,92*,27.21,794,130.22,0,4,6,0,0,2011-2019,56,55,2290,2229,70,Apr-35,31.84,5.84,32.7,5,0,0,0,0,0,2434,-4.63
64c34cd0,Shoaib Malik,Shoaib Malik,ODI,1999-2019,287,258,40,7534,143,34.55,9199,81.9,9,44,15,0,0,1999-2019,287,217,7958,6192,158,Apr-19,39.18,4.66,50.3,1,0,0,0,0,0,10694,-4.63
14a3d50e,M Prabhakar,Manoj Prabhakar,ODI,1984-1996,130,98,21,1858,106,24.12,3083,60.26,2,11,8,0,0,1984-1996,130,127,6360,4534,157,May-33,28.87,4.27,40.5,4,2,0,0,0,0,4998,-4.75
fc4375ef,BFW de Leede,Bas de Leede,ODI,2018-2025,54,50,5,1239,123,27.53,1789,69.25,1,6,5,0,0,2018-2025,54,41,1473,1458,45,May-52,32.4,5.93,32.7,1,1,0,0,0,0,2139,-4.87
62af8546,Mohammad Nabi,Mohammad Nabi,ODI,2009-2025,176,154,18,3762,136,27.66,4271,88.08,2,18,6,0,0,2009-2025,176,165,7996,5733,176,May-17,32.57,4.3,45.4,4,1,0,0,0,0,7282,-4.91
3eac9d95,JDP Oram,Jacob Oram,ODI,2001-2012,160,116,15,2434,101*,24.09,2810,86.61,1,13,8,0,0,2001-2012,160,154,6911,5047,173,May-26,29.17,4.38,39.9,3,2,0,0,0,0,5894,-5.08
8ba8195d,V Sehwag,Virender Sehwag,ODI,1999-2013,251,245,9,8273,219,35.05,7929,104.33,15,38,14,0,0,1999-2013,251,146,4392,3853,96,04-Jun,40.13,5.26,45.7,1,0,0,0,0,0,10193,-5.08
00d69fa4,SO Tikolo,Steve Tikolo,ODI,1996-2014,135,130,12,3428,111,29.05,4524,75.77,3,24,13,0,0,1996-2014,135,99,4016,3215,94,Apr-41,34.2,4.8,42.7,2,0,0,0,0,0,5308,-5.15
b49c21e2,IT Botham,Ian Botham,ODI,1976-1992,116,106,15,2113,79,23.21,2671,79.1,0,9,6,0,0,1976-1992,116,115,6271,4139,145,Apr-31,28.54,3.96,43.2,3,0,0,0,0,0,5013,-5.33
dd09ff8e,B Lee,Brett Lee,ODI,2000-2012,221,110,44,1176,59,17.81,1407,83.58,0,3,16,0,0,2000-2012,221,217,11185,8877,380,May-22,23.36,4.76,29.4,14,9,0,0,0,0,8776,-5.55
6ee24e1f,Mudassar Nazar,Mudassar Nazar,ODI,1977-1989,122,115,10,2653,95,25.26,5130,51.71,0,16,6,0,0,1977-1989,122,104,4855,3432,111,May-28,30.91,4.24,43.7,1,1,0,0,0,0,4873,-5.65
62e203d4,Junaid Siddique,Junaid Siddique,ODI,2007-2011,54,53,1,1196,100,23,1753,68.22,1,6,6,0,0,2019-2025,63,62,2925,2466,86,Apr-23,28.67,5.05,34,1,0,0,0,0,0,2916,-5.67
604aaac0,PV Simmons,Phil Simmons,ODI,1987-1999,143,138,11,3675,122,28.93,5407,67.96,5,18,14,0,0,1987-1999,143,103,3880,2876,83,04-Mar,34.65,4.44,46.7,2,0,0,0,0,0,5335,-5.72
28131839,MA Leask,Michael Leask,ODI,2014-2025,91,72,14,1547,107*,26.67,1368,113.08,1,8,5,0,0,2014-2025,91,79,2754,2301,71,Apr-24,32.4,5.01,38.7,3,0,0,0,0,0,2967,-5.73
5bdcdb72,TM Dilshan,Tillakaratne Dilshan,ODI,1999-2016,330,303,41,10290,161*,39.27,11933,86.23,22,47,11,0,0,1999-2016,330,204,5880,4778,106,04-Apr,45.07,4.87,55.4,3,0,0,0,0,0,12410,-5.8
9ab63e7b,Mohammad Hafeez,Mohammad Hafeez,ODI,2003-2019,218,216,15,6614,140*,32.9,8633,76.61,11,38,19,0,0,2003-2019,218,177,7733,5400,139,Apr-41,38.84,4.18,55.6,1,0,0,0,0,0,9394,-5.94
4c5d73db,CR Woakes,Chris Woakes,ODI,2011-2023,122,88,24,1524,95*,23.81,1710,89.12,0,6,8,0,0,2011-2023,122,118,5737,5193,173,Jun-45,30.01,5.43,33.1,11,3,0,0,0,0,4984,-6.2
b0f82ffa,JC Adams,Jimmy Adams,ODI,1992-2001,127,105,28,2204,82,28.62,3614,60.98,0,14,7,0,0,1992-2001,127,56,1856,1499,43,May-37,34.86,4.84,43.1,0,1,0,0,0,0,3064,-6.24
5fa06777,IK Pathan,Irfan Pathan,ODI,2004-2012,120,87,21,1544,83,23.39,1941,79.54,0,5,7,0,0,2004-2012,120,118,5855,5142,173,May-27,29.72,5.26,33.8,5,2,0,0,0,0,5004,-6.33
2c13defe,TM Odoyo,Thomas Odoyo,ODI,1996-2014,136,119,16,2420,111*,23.49,3438,70.38,1,8,13,0,0,1996-2014,136,129,5649,4335,145,Apr-25,29.89,4.6,38.9,5,0,0,0,0,0,5320,-6.4
26d041c4,Sikandar Raza,Sikandar Raza,ODI,2013-2025,153,144,23,4476,141,36.99,5186,86.3,7,24,3,0,0,2013-2025,153,122,5078,4103,94,Apr-55,43.64,4.84,54,1,0,0,0,0,0,6356,-6.65
f5390243,CD McMillan,Craig McMillan,ODI,1997-2007,197,183,16,4707,117,28.18,6198,75.94,3,28,9,0,0,1997-2007,197,74,1879,1717,49,Mar-20,35.04,5.48,38.3,0,0,0,0,0,0,5687,-6.86
69c90b3e,RJ Shastri,Ravi Shastri,ODI,1981-1992,150,128,21,3108,109,29.04,5089,61.07,4,18,5,0,0,1981-1992,150,136,6613,4650,129,May-15,36.04,4.21,51.2,2,1,0,0,0,0,5688,-7
126e56a1,Wasim Akram,Wasim Akram,ODI,1984-2003,356,280,55,3717,86,16.52,4208,88.33,0,6,28,0,0,1984-2003,356,351,18186,11812,502,May-15,23.52,3.89,36.2,17,6,0,0,0,0,13757,-7
bc475506,JV Coney,Jeremy Coney,ODI,1979-1987,88,80,19,1874,66*,30.72,2885,64.95,0,8,1,0,0,1979-1987,88,70,2931,2039,54,Apr-46,37.75,4.17,54.2,1,0,0,0,0,0,2954,-7.03
348195ea,GW Flower,Grant Flower,ODI,1992-2010,221,214,18,6571,142*,33.52,9723,67.58,6,40,18,0,0,1992-2010,221,156,5462,4225,104,Apr-32,40.62,4.64,52.5,2,0,0,0,0,0,8651,-7.1
cf494ffe,PR Stirling,Paul Stirling,ODI,2008-2025,170,162,3,6005,177,37.76,6864,87.48,14,32,13,0,0,2008-2025,170,76,2441,1942,43,Jun-55,45.16,4.77,56.7,1,1,0,0,0,0,6865,-7.4
7ca5e05d,RS Bopara,Ravi Bopara,ODI,2007-2015,120,109,21,2695,101*,30.62,3462,77.84,1,14,4,0,0,2007-2015,120,74,1860,1523,40,Apr-38,38.07,4.91,46.5,1,0,0,0,0,0,3495,-7.45
9219eff0,JDS Neesham,Jimmy Neesham,ODI,2013-2023,76,65,12,1495,97*,28.2,1496,99.93,0,7,3,0,0,2013-2023,76,72,2448,2556,71,May-27,36,6.26,34.4,2,2,0,0,0,0,2915,-7.8
cccdde80,RP Arnold,Russel Arnold,ODI,1997-2007,180,155,43,3950,103,35.26,5443,72.57,1,28,7,0,0,1997-2007,180,84,2157,1739,40,Mar-47,43.47,4.83,53.9,0,0,0,0,0,0,4750,-8.21
98920db3,Samiullah Shinwari,Samiullah Shinwari,ODI,2009-2019,84,74,12,1811,96,29.2,2765,65.49,0,11,1,0,0,2009-2019,84,65,2111,1729,46,Apr-31,37.58,4.91,45.8,1,0,0,0,0,0,2731,-8.38
582e9baa,CZ Harris,Chris Harris,ODI,1990-2004,250,213,62,4379,130,29,6583,66.51,1,16,12,0,0,1990-2004,250,232,10667,7613,203,May-42,37.5,4.28,52.5,2,1,0,0,0,0,8439,-8.5
ab89348d,MF Maharoof,Farveez Maharoof,ODI,2004-2016,109,75,18,1113,69*,19.52,1294,86.01,0,2,3,0,0,2004-2016,109,105,4640,3789,135,Jun-14,28.06,4.89,34.3,4,2,0,0,0,0,3813,-8.54
e4a0deae,MJ Santner,Mitchell Santner,ODI,2015-2025,124,92,33,1580,67,26.77,1689,93.54,0,3,3,0,0,2015-2025,124,118,5875,4717,133,May-50,35.46,4.81,44.1,0,2,0,0,0,0,4240,-8.69
2e8994e7,JP Duminy,Jean Paul Duminy,ODI,2004-2019,199,179,40,5117,150*,36.81,6052,84.55,4,27,7,0,0,2004-2019,199,135,3513,3143,69,Apr-16,45.55,5.36,50.9,1,0,0,0,0,0,6497,-8.74
6a0537aa,N Boje,Nicky Boje,ODI,1995-2005,115,71,18,1414,129,26.67,1594,88.7,2,4,2,0,0,1995-2005,115,108,4541,3415,96,May-21,35.57,4.51,47.3,2,1,0,0,0,0,3334,-8.9
